Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;
83842;07/07/2019;1200;2.2;0.5;
83842;07/07/2019;1800;14.8;9.1;
83842;08/07/2019;0000;7.1;5.5;
83842;08/07/2019;1200;6.4;6.2;
83842;08/07/2019;1800;18.7;13;
83842;09/07/2019;0000;10.9;10.1;
83842;09/07/2019;1200;4.8;4.7;
83842;09/07/2019;1800;21.4;14.3;
83842;10/07/2019;0000;13.5;12.1;
83842;10/07/2019;1200;7.7;7.3;
83842;10/07/2019;1800;21.4;13.5;
83842;11/07/2019;0000;12.9;10.9;
83842;11/07/2019;1200;9.1;8.6;
83842;11/07/2019;1800;22.4;13.9;
83842;12/07/2019;0000;15.9;12.7;
83842;12/07/2019;1200;8.9;8.5;
83842;12/07/2019;1800;22.5;14.5;
83842;13/07/2019;0000;16.5;14.7;
83842;13/07/2019;1200;12.7;11.1;
83842;13/07/2019;1800;23.8;16.1;
83842;14/07/2019;0000;17.1;14.5;
83842;14/07/2019;1200;14.7;12.8;
83842;14/07/2019;1800;25.8;17.5;
83842;15/07/2019;0000;20.1;15.7;
83842;15/07/2019;1200;14.5;14.2;
83842;15/07/2019;1800;15.9;14.6;
83842;16/07/2019;0000;14.9;13.3;
83842;16/07/2019;1200;10.6;7.8;
83842;16/07/2019;1800;15.9;9.6;
83842;17/07/2019;0000;8.1;6.7;
83842;17/07/2019;1200;7.4;6.6;
83842;17/07/2019;1800;14.1;11.5;
83842;18/07/2019;0000;10.9;10.2;
83842;18/07/2019;1200;10.1;9.8;
83842;18/07/2019;1800;15.9;13.6;
83842;19/07/2019;0000;12.9;12.5;
83842;19/07/2019;1200;12.1;11.8;
83842;19/07/2019;1800;19.9;15;
83842;20/07/2019;0000;14.8;13.6;
83842;20/07/2019;1200;12.2;12;
83842;20/07/2019;1800;23.2;16.5;
83842;21/07/2019;0000;17.1;14.7;
83842;21/07/2019;1200;11.6;11.2;
83842;21/07/2019;1800;20.8;15.1;
83842;22/07/2019;0000;17.5;14.7;
83842;22/07/2019;1200;13.8;12.5;
83842;22/07/2019;1800;23.5;17.3;
83842;23/07/2019;0000;17.9;15.3;
83842;23/07/2019;1200;14.5;13.5;
83842;23/07/2019;1800;23.8;17.1;
83842;24/07/2019;0000;24.5;16.6;
83842;24/07/2019;1200;14.7;13.6;
83842;24/07/2019;1800;24.4;16.9;
83842;25/07/2019;0000;18.3;15.9;
83842;25/07/2019;1200;15.4;14.8;
83842;25/07/2019;1800;21.2;17.5;
83842;26/07/2019;0000;16.1;15.1;
83842;26/07/2019;1200;14.6;13.5;
83842;26/07/2019;1800;25.2;17.2;
83842;27/07/2019;0000;19.5;16.8;
83842;27/07/2019;1200;15.9;15.1;
83842;27/07/2019;1800;24.6;17.5;
83842;28/07/2019;0000;14.7;13.7;
83842;28/07/2019;1200;12.8;11.7;
83842;28/07/2019;1800;17.5;14.7;
83842;29/07/2019;0000;13.1;12.5;
83842;29/07/2019;1200;14.5;13.6;
83842;29/07/2019;1800;22.6;16.9;
83842;30/07/2019;0000;16.5;15.2;
83842;30/07/2019;1200;14.7;13.7;
83842;30/07/2019;1800;15.2;13.6;
83842;31/07/2019;0000;13;12.6;
83842;31/07/2019;1200;12.1;11.4;
83842;31/07/2019;1800;23.6;16.3;
83842;01/08/2019;0000;19.2;15.9;
83842;01/08/2019;1200;14.3;13.1;
83842;01/08/2019;1800;24.7;16.6;
83842;02/08/2019;0000;19.5;15.6;
83842;02/08/2019;1200;18.3;14.9;
83842;02/08/2019;1800;19.1;16.1;
83842;03/08/2019;0000;8.9;7.7;
83842;03/08/2019;1200;4.4;2.9;
83842;03/08/2019;1800;16.5;8.9;
83842;04/08/2019;0000;9.2;7;
83842;04/08/2019;1200;7.1;6;
83842;04/08/2019;1800;9.2;7.1;
83842;05/08/2019;0000;7.3;5.9;
83842;05/08/2019;1200;8.5;7.5;
83842;05/08/2019;1800;13.5;11.5;
83842;06/08/2019;0000;11.5;10.8;
83842;06/08/2019;1200;13.6;12.8;
83842;06/08/2019;1800;22.3;16.8;
83842;07/08/2019;0000;14.9;14.3;
83842;07/08/2019;1200;13.7;13.3;
83842;07/08/2019;1800;23.1;17.7;
83842;08/08/2019;0000;19;16.9;
83842;08/08/2019;1200;15.1;14.6;
83842;08/08/2019;1800;25.2;17.9;
83842;09/08/2019;0000;19.9;16;
83842;09/08/2019;1200;16.5;15.1;
83842;09/08/2019;1800;26.5;17.4;
83842;10/08/2019;0000;20.1;17.1;
83842;10/08/2019;1200;20.9;15.4;
83842;10/08/2019;1800;26.4;18.1;
83842;11/08/2019;0000;20.9;17;
83842;11/08/2019;1200;13.5;12.6;
83842;11/08/2019;1800;21.6;17.3;
83842;12/08/2019;0000;14.7;13.9;
83842;12/08/2019;1200;15.1;14.1;
83842;12/08/2019;1800;28.4;19;
83842;13/08/2019;0000;22.8;17.4;
83842;13/08/2019;1200;16.1;15.2;
83842;13/08/2019;1800;16.8;15;
83842;14/08/2019;0000;11.2;10.6;
83842;14/08/2019;1200;8.5;8.1;
83842;14/08/2019;1800;9.6;7.3;
83842;15/08/2019;0000;7;5.5;
83842;15/08/2019;1200;10.5;9.6;
83842;15/08/2019;1800;17.5;13.5;
83842;16/08/2019;0000;11.8;11.2;
83842;16/08/2019;1200;10.7;10.3;
83842;16/08/2019;1800;24.5;17.2;
83842;17/08/2019;0000;16.9;14.3;
83842;17/08/2019;1200;15.4;11.5;
83842;17/08/2019;1800;25.7;16.6;
83842;18/08/2019;0000;20.3;15.8;
83842;18/08/2019;1200;20.5;14.8;
83842;18/08/2019;1800;25.2;17;
83842;19/08/2019;0000;16.5;15.2;
83842;19/08/2019;1200;10.3;10.1;
83842;19/08/2019;1800;8.6;8.4;
83842;20/08/2019;0000;8.6;8.2;
83842;20/08/2019;1200;9.5;9.2;
83842;20/08/2019;1800;12.3;11.3;
83842;21/08/2019;0000;11.5;10.8;
83842;21/08/2019;1200;11.1;10.4;
83842;21/08/2019;1800;16.6;13.5;
83842;22/08/2019;0000;11.2;10.8;
83842;22/08/2019;1200;9;8.3;
83842;22/08/2019;1800;14.8;11.9;
83842;23/08/2019;0000;12;10.7;
83842;23/08/2019;1200;10.6;10.3;
83842;23/08/2019;1800;16.3;13.1;
83842;24/08/2019;0000;10.7;10.1;
83842;24/08/2019;1200;10.3;9.9;
83842;24/08/2019;1800;16.7;12.9;
83842;25/08/2019;0000;10.9;9.9;
83842;25/08/2019;1200;10.9;9.9;
83842;25/08/2019;1800;16.6;12.5;
83842;26/08/2019;0000;11.5;10.1;
83842;26/08/2019;1200;12.4;11.4;
83842;26/08/2019;1800;19.7;16.1;
83842;27/08/2019;0000;13.9;13.2;
83842;27/08/2019;1200;13.4;12.5;
83842;27/08/2019;1800;23.3;17.9;
83842;28/08/2019;0000;15.9;15;
83842;28/08/2019;1200;14.1;12.8;
83842;28/08/2019;1800;20;15.7;
83842;29/08/2019;0000;14.6;13.5;
83842;29/08/2019;1200;12.5;11.2;
83842;29/08/2019;1800;24.8;18.2;
83842;30/08/2019;0000;16.8;15.6;
83842;30/08/2019;1200;15.7;14.1;
83842;30/08/2019;1800;27.2;18.1;
83842;31/08/2019;0000;21.8;17.5;
83842;31/08/2019;1200;21.9;17;
83842;31/08/2019;1800;28;19.1;
83842;01/09/2019;0000;16.7;15.9;
83842;02/09/2019;1200;11.9;11.4;
83842;03/09/2019;0000;12.1;11.5;
83842;03/09/2019;1200;13.3;13.1;
83842;04/09/2019;0000;13.5;12.9;
83842;04/09/2019;1200;12.7;12.3;
83842;05/09/2019;0000;11.9;11.3;
83842;05/09/2019;1200;8.9;8.6;
83842;06/09/2019;0000;8.1;7.7;
83842;06/09/2019;1200;10.9;10.1;
83842;07/09/2019;0000;13.1;12.5;
83842;07/09/2019;1200;14.5;13.7;
83842;08/09/2019;0000;22.2;19.5;
83842;09/09/2019;1200;23.2;19.1;
83842;10/09/2019;0000;24;18.8;
83842;10/09/2019;1200;22.8;17.6;
83842;11/09/2019;0000;25;20.5;
83842;11/09/2019;1200;20.6;18.4;
83842;12/09/2019;0000;25.4;20.5;
83842;12/09/2019;1200;22.8;18.9;
83842;13/09/2019;0000;21.6;19.4;
83842;13/09/2019;1200;14.5;13.4;
83842;14/09/2019;0000;13.8;12.8;
83842;14/09/2019;1200;14.7;13.5;
83842;15/09/2019;0000;15.3;14.2;
83842;16/09/2019;1200;21.2;19.3;
83842;17/09/2019;0000;25.8;19.5;
83842;17/09/2019;1200;26.2;17.5;
83842;18/09/2019;0000;17.9;16.9;
83842;18/09/2019;1200;24;16.1;
83842;19/09/2019;0000;15.5;15.1;
83842;19/09/2019;1200;16.5;15.7;
83842;20/09/2019;0000;16.9;16.5;
83842;20/09/2019;1200;18.7;17.8;
83842;21/09/2019;0000;13.3;12.5;
83842;21/09/2019;1200;12.5;12.3;
83842;22/09/2019;0000;11.8;11.5;
83842;23/09/2019;1200;10.7;9.3;
83842;24/09/2019;0000;10.7;9.7;
83842;24/09/2019;1200;12.7;11.9;
83842;25/09/2019;0000;13.9;13.1;
83842;25/09/2019;1200;13.9;13.3;
83842;26/09/2019;0000;13.7;12.7;
83842;26/09/2019;1200;14.2;13.4;
83842;27/09/2019;0000;16.1;15.2;
83842;27/09/2019;1200;15.5;14.9;
83842;28/09/2019;0000;13.1;11.9;
83842;28/09/2019;1200;12.8;11.2;
83842;29/09/2019;0000;13.6;12.7;
83842;30/09/2019;1200;16.1;14.5;
83842;01/10/2019;0000;16;15;
83842;01/10/2019;1200;17.1;14.3;
83842;02/10/2019;0000;21.8;18.9;
83842;02/10/2019;1200;22;17.9;
83842;03/10/2019;0000;26.4;20.4;
83842;03/10/2019;1200;21.7;17.8;
83842;04/10/2019;0000;16.9;14.9;
83842;04/10/2019;1200;18.2;15.6;
83842;05/10/2019;0000;18.3;17.2;
83842;05/10/2019;1200;20.7;17.7;
83842;06/10/2019;0000;17.1;16.5;
83842;07/10/2019;1200;14.7;14.3;
83842;08/10/2019;0000;15.2;14.6;
83842;08/10/2019;1200;15.7;14.5;
83842;09/10/2019;0000;17.4;16;
83842;09/10/2019;1200;17.2;14.9;
83842;10/10/2019;0000;16.4;15.3;
83842;10/10/2019;1200;14.6;12.8;
83842;11/10/2019;0000;17.6;16.3;
83842;11/10/2019;1200;18.5;16.9;
83842;12/10/2019;0000;22.2;19.8;
83842;12/10/2019;1200;24.4;19.9;
83842;13/10/2019;0000;25.6;19.7;
83842;14/10/2019;1200;22.4;19.1;
83842;15/10/2019;0000;19.1;17.6;
83842;15/10/2019;1200;14.3;13.3;
83842;16/10/2019;0000;13.6;13.3;
83842;16/10/2019;1200;16.3;15.1;
83842;17/10/2019;0000;18;16.8;
83842;17/10/2019;1200;18.3;16.9;
83842;18/10/2019;0000;18.9;17.9;
83842;18/10/2019;1200;21.5;19.2;
83842;19/10/2019;0000;23.7;20.1;
83842;19/10/2019;1200;19.3;17.9;
83842;20/10/2019;0000;15.3;14.2;
83842;21/10/2019;1200;12.8;12.1;
83842;22/10/2019;0000;15.1;14.3;
83842;22/10/2019;1200;17.4;15.2;
83842;23/10/2019;0000;16;15.2;
83842;23/10/2019;1200;16.8;14.9;
83842;24/10/2019;0000;16.3;15.4;
83842;24/10/2019;1200;18.5;15.9;
83842;25/10/2019;0000;21.6;19;
83842;25/10/2019;1200;21.2;18.2;
83842;26/10/2019;0000;17.9;16.5;
83842;26/10/2019;1200;18.5;16.9;
83842;27/10/2019;0000;18.9;17.8;
83842;28/10/2019;1200;21.7;17.8;
83842;29/10/2019;0000;20.9;17.7;
83842;29/10/2019;1200;23;17.9;
83842;30/10/2019;0000;20.6;19.2;
83842;30/10/2019;1200;23.9;19.6;
83842;31/10/2019;0000;19.8;17.9;
83842;31/10/2019;1200;20.8;18.3;
83842;01/11/2019;0000;19.2;16.8;
83842;01/11/2019;1200;20.1;17.3;
83842;02/11/2019;0000;18.6;17.5;
83842;02/11/2019;1200;20.6;18.3;
83842;03/11/2019;0000;21.5;20.1;
83842;04/11/2019;1200;19.7;18.1;
83842;05/11/2019;0000;21.7;20.3;
83842;05/11/2019;1200;25.5;21.7;
83842;06/11/2019;0000;18.8;17.9;
83842;06/11/2019;1200;15.9;14.3;
83842;07/11/2019;0000;16.5;15.6;
83842;07/11/2019;1200;17.3;15.9;
83842;08/11/2019;0000;17.9;16.9;
83842;08/11/2019;1200;17.5;16.5;
83842;09/11/2019;0000;18.2;17.1;
83842;09/11/2019;1200;19.9;18.6;
83842;10/11/2019;0000;20.1;18.7;
83842;11/11/2019;1200;19.4;18.1;
83842;12/11/2019;0000;15.9;15.4;
83842;12/11/2019;1200;16.5;15.3;
83842;13/11/2019;0000;15.7;14.4;
83842;13/11/2019;1200;18;16;
83842;14/11/2019;0000;17.7;16.7;
83842;14/11/2019;1200;19.1;18.1;
83842;15/11/2019;0000;19.7;18.9;
83842;15/11/2019;1200;19.8;16.4;
83842;16/11/2019;0000;17.6;16.2;
83842;16/11/2019;1200;18.6;15.6;
83842;17/11/2019;0000;16.8;15.4;
83842;18/11/2019;1200;18;14.3;
83842;19/11/2019;0000;16.5;14.7;
83842;19/11/2019;1200;19.6;16.7;
83842;20/11/2019;0000;18.3;16.9;
83842;20/11/2019;1200;20.9;17.5;
83842;21/11/2019;0000;18.9;17.2;
83842;21/11/2019;1200;21.1;18.3;
83842;22/11/2019;0000;19.6;18.3;
83842;22/11/2019;1200;22.6;19;
83842;23/11/2019;0000;24;20.3;
83842;23/11/2019;1200;21.8;19.9;
83842;24/11/2019;0000;16.4;15.7;
83842;25/11/2019;1200;16.9;13.3;
83842;26/11/2019;0000;14.3;12.9;
83842;26/11/2019;1200;15.7;14.1;
83842;27/11/2019;0000;17;15.9;
83842;27/11/2019;1200;17.3;16.9;
83842;28/11/2019;0000;20.5;19.4;
83842;28/11/2019;1200;15.7;14.5;
83842;29/11/2019;0000;14.7;13.3;
83842;29/11/2019;1200;17.5;14.5;
83842;30/11/2019;0000;17.5;16.1;
83842;30/11/2019;1200;19.5;17.3;
83842;01/12/2019;0000;22.7;17.2;
83842;02/12/2019;1200;15.3;13.9;
83842;03/12/2019;0000;15.3;14.4;
83842;03/12/2019;1200;16.4;14.8;
83842;04/12/2019;0000;16.1;15.1;
83842;04/12/2019;1200;15.9;14.5;
83842;05/12/2019;0000;18.8;17.5;
83842;05/12/2019;1200;20.5;19.7;
83842;06/12/2019;0000;19.6;18.9;
83842;06/12/2019;1200;17.7;16.7;
83842;07/12/2019;0000;18.3;17.4;
83842;07/12/2019;1200;20.9;17.1;
83842;08/12/2019;0000;17.7;14.9;
83842;09/12/2019;1200;15.5;13.9;
83842;10/12/2019;0000;16.9;15.5;
83842;10/12/2019;1200;20;17.8;
83842;11/12/2019;0000;19.6;18.5;
83842;11/12/2019;1200;20.1;18.5;
83842;12/12/2019;0000;20.9;19.5;
83842;12/12/2019;1200;21.1;18.2;
83842;13/12/2019;0000;24.5;19.8;
83842;13/12/2019;1200;23.6;19.3;
83842;14/12/2019;0000;17.3;16.2;
83842;14/12/2019;1200;19.2;17.3;
83842;15/12/2019;0000;19;18;
83842;16/12/2019;1200;20.3;18.1;
83842;17/12/2019;0000;19.7;18.8;
83842;17/12/2019;1200;19.9;18.5;
83842;18/12/2019;0000;19.4;18.6;
83842;18/12/2019;1200;15.1;14.1;
83842;19/12/2019;0000;16.3;15.6;
83842;19/12/2019;1200;18.2;16.5;
83842;20/12/2019;0000;18.3;17.4;
83842;20/12/2019;1200;20.3;18.2;
83842;21/12/2019;0000;21.1;18.9;
83842;21/12/2019;1200;23;19.3;
83842;22/12/2019;0000;21.7;20;
83842;23/12/2019;1200;20;18.2;
83842;24/12/2019;0000;19.1;17.8;
83842;24/12/2019;1200;21.1;17.9;
83842;25/12/2019;0000;19.9;18.7;
83842;25/12/2019;1200;22.3;18.4;
83842;26/12/2019;0000;21.8;20.1;
83842;26/12/2019;1200;23;19.5;
83842;27/12/2019;0000;20.7;18.9;
83842;27/12/2019;1200;21.6;18;
83842;28/12/2019;0000;19.7;17.6;
83842;28/12/2019;1200;20.8;17.9;
83842;29/12/2019;0000;21.4;19.6;
83842;30/12/2019;1200;21.6;18.1;
83842;31/12/2019;0000;21.8;20;
83842;31/12/2019;1200;23.3;19.5;
83842;01/01/2020;0000;24.4;21.6;
83842;22/01/2020;1200;18.7;16.7;
83842;23/01/2020;0000;16.9;15.3;
83842;23/01/2020;1200;18.2;17.5;
83842;24/01/2020;0000;17.5;16.8;
83842;24/01/2020;1200;18.1;16.4;
83842;25/01/2020;0000;17.8;16.4;
83842;25/01/2020;1200;18.7;15.9;
83842;26/01/2020;0000;22.4;16.5;
83842;27/01/2020;1200;24.3;18.2;
83842;28/01/2020;0000;24.9;20.1;
83842;28/01/2020;1200;23.3;19.7;
83842;29/01/2020;0000;20.3;19.6;
83842;29/01/2020;1200;22;19.4;
83842;30/01/2020;0000;21.5;20.4;
83842;30/01/2020;1200;24.9;21.9;
83842;31/01/2020;0000;22.1;21;
83842;31/01/2020;1200;23.2;20.4;
83842;01/02/2020;0000;25.4;20.5;
83842;01/02/2020;1200;23.8;21.2;
83842;02/02/2020;0000;20.9;19.1;
83842;03/02/2020;1200;19.9;18.4;
83842;04/02/2020;0000;18.1;16.5;
83842;04/02/2020;1200;19.2;18.3;
83842;05/02/2020;0000;19.1;18.2;
83842;05/02/2020;1200;20.8;19.8;
83842;06/02/2020;0000;20.1;19.2;
83842;06/02/2020;1200;20.8;19.8;
83842;07/02/2020;0000;20.7;19.7;
83842;07/02/2020;1200;19.8;19.2;
83842;08/02/2020;0000;20.1;19.5;
83842;08/02/2020;1200;21.4;19.9;
83842;09/02/2020;0000;23.6;20.9;
83842;10/02/2020;1200;17.7;17.1;
83842;11/02/2020;0000;15.8;15.2;
83842;11/02/2020;1200;16.8;15.8;
83842;12/02/2020;0000;15.9;14.6;
83842;12/02/2020;1200;18.7;15.8;
83842;13/02/2020;0000;16.7;14.9;
83842;13/02/2020;1200;18.6;16.7;
83842;14/02/2020;0000;18.3;16.8;
83842;14/02/2020;1200;18.7;17.1;
83842;15/02/2020;0000;19.6;18.4;
83842;15/02/2020;1200;19.3;17.7;
83842;16/02/2020;0000;14.1;20.7;
83842;17/02/2020;1200;23.5;19.2;
83842;18/02/2020;0000;23.5;21.5;
83842;18/02/2020;1200;25.2;22;
83842;19/02/2020;0000;26.6;22.6;
83842;19/02/2020;1200;22.1;20.9;
83842;20/02/2020;0000;23.2;21.1;
83842;20/02/2020;1200;23.4;21.4;
83842;21/02/2020;0000;23.5;21.6;
83842;21/02/2020;1200;21.4;19.6;
83842;22/02/2020;0000;19.5;18.6;
83842;22/02/2020;1200;16;15.1;
83842;23/02/2020;0000;15.3;14.4;
83842;24/02/2020;1200;18;16;
83842;25/02/2020;0000;19.3;18.3;
83842;25/02/2020;1200;20.1;19;
83842;26/02/2020;0000;20.7;20;
83842;26/02/2020;1200;20.2;19.7;
83842;27/02/2020;0000;19.5;18.5;
83842;27/02/2020;1200;16.4;13.2;
83842;28/02/2020;0000;17.4;13.9;
83842;28/02/2020;1200;16.1;14.3;
83842;29/02/2020;0000;16.8;15.5;
83842;29/02/2020;1200;18.8;15.9;
83842;01/03/2020;0000;16.5;15;
